"Medicare Part B Brand, Generic and Manufacturer Information",,,,
,,,,
Medicare Billing Code (HCPCS Code),Drug Description,Brand Name,Generic Name,Manufacturer
J7193,"Factor ix (antihemophilic factor, purified, non-recombinant) per i.u.",Alphanine SD,Factor Ix,Grifols
J7193,"Factor ix (antihemophilic factor, purified, non-recombinant) per i.u.",Mononine,Factor Ix,CSL Behring LLC
J7194,"Factor ix, complex, per i.u.",Bebulin,"Factor Ix Cplx(Pcc)no6,3factor",Baxalta US Inc.
J7194,"Factor ix, complex, per i.u.",Profilnine,"Factor Ix Cplx(Pcc)no4,3factor",Grifols
J7195,"Injection, factor ix (antihemophilic factor, recombinant) per iu, not otherwise specified",Benefix,Factor Ix Human Recombinant,Wyeth Pharm
J7198,"Anti-inhibitor, per i.u.",Feiba NF,Anti-Inhibitor Coagulant Comp.,Baxalta US Inc.
J7200,"Injection, factor ix, (antihemophilic factor, recombinant), rixubis, per iu",Rixubis,Factor Ix Human Recombinant,Baxalta US Inc.
J7201,"Injection, factor ix, fc fusion protein (recombinant), per iu",Alprolix,"Factor Ix Rec, Fc Fusion Protn",Biogen-Idec
J7308,"Aminolevulinic acid hcl for topical administration, 20%, single unit dosage form (354 mg)",Levulan,Aminolevulinic Acid HCL,Dusa/Sun Pharma
J7312,"Injection, dexamethasone, intravitreal implant, 0.1 mg",Ozurdex,Dexamethasone,Allergan Inc.
J7316,"Injection, ocriplasmin, 0.125 mg",Jetrea,Ocriplasmin/PF,"Thrombogenics,"
J7321,"Hyaluronan or derivative, hyalgan or supartz, for intra-articular injection, per dose",Hyalgan,Hyaluronate Sodium,Fidia Pharma Us
J7321,"Hyaluronan or derivative, hyalgan or supartz, for intra-articular injection, per dose",Supartz,Hyaluronate Sodium,Bioventus LLC
J7323,"Hyaluronan or derivative, euflexxa, for intra-articular injection, per dose",Euflexxa,Hyaluronate Sodium,Ferring Ph Inc
J7324,"Hyaluronan or derivative, orthovisc, for intra-articular injection, per dose",Orthovisc,Hyaluronate Sodium,Depuy Mitek
J7325,"Hyaluronan or derivative, synvisc or synvisc-one, for intra-articular injection, 1 mg",Synvisc,Hylan G-F 20,Genzyme
J7325,"Hyaluronan or derivative, synvisc or synvisc-one, for intra-articular injection, 1 mg",Synvisc-One,Hylan G-F 20,Genzyme
J7326,"Hyaluronan or derivative, gel-one, for intra-articular injection, per dose",,,
J7327,"Hyaluronan or derivative, monovisc, for intra-articular injection, per dose",Monovisc,"Hyaluronate Sodium, Stabilized",Depuy Mitek
J7336,"Capsaicin 8% patch, per square centimeter",Qutenza,Capsaicin/Skin Cleanser,Acorda Therapeu
J7336,"Capsaicin 8% patch, per square centimeter",Qutenza,Capsaicin/Skin Cleanser,"Neurogesx, Inc."
J7500,"Azathioprine, oral, 50 mg",Azasan,Azathioprine,Salix Pharmeu
J7500,"Azathioprine, oral, 50 mg",Azathioprine,Azathioprine,AHP
J7500,"Azathioprine, oral, 50 mg",Azathioprine,Azathioprine,Glenmark Pharma
J7500,"Azathioprine, oral, 50 mg",Azathioprine,Azathioprine,Mylan
J7500,"Azathioprine, oral, 50 mg",Azathioprine,Azathioprine,Mylan Instituti
J7500,"Azathioprine, oral, 50 mg",Azathioprine,Azathioprine,Roxane/West-War
J7502,"Cyclosporine, oral, 100 mg",Cyclosporine,Cyclosporine,AHP
J7502,"Cyclosporine, oral, 100 mg",Cyclosporine,Cyclosporine,Morton Grove Ph
J7502,"Cyclosporine, oral, 100 mg",Cyclosporine,"Cyclosporine, Modified",Teva USA
J7502,"Cyclosporine, oral, 100 mg",Cyclosporine Modified,"Cyclosporine, Modified",Sandoz
J7502,"Cyclosporine, oral, 100 mg",Cyclosporine Modified,"Cyclosporine, Modified",Teva USA
J7502,"Cyclosporine, oral, 100 mg",Gengraf,"Cyclosporine, Modified",Abbvie US LLC
J7502,"Cyclosporine, oral, 100 mg",Neoral,"Cyclosporine, Modified",Novartis
J7502,"Cyclosporine, oral, 100 mg",Sandimmune,Cyclosporine,Novartis
J7507,"Tacrolimus, immediate release, oral, 1 mg",Hecoria,Tacrolimus,Novartis
J7507,"Tacrolimus, immediate release, oral, 1 mg",Prograf,Tacrolimus,Astellas Pharma
J7507,"Tacrolimus, immediate release, oral, 1 mg",Tacrolimus,Tacrolimus,AHP
J7507,"Tacrolimus, immediate release, oral, 1 mg",Tacrolimus,Tacrolimus,Accord Healthca
J7507,"Tacrolimus, immediate release, oral, 1 mg",Tacrolimus,Tacrolimus,Dr.Reddy's Lab
J7507,"Tacrolimus, immediate release, oral, 1 mg",Tacrolimus,Tacrolimus,Ingenus Pharm
J7507,"Tacrolimus, immediate release, oral, 1 mg",Tacrolimus,Tacrolimus,Mylan
J7507,"Tacrolimus, immediate release, oral, 1 mg",Tacrolimus,Tacrolimus,Sandoz
J7507,"Tacrolimus, immediate release, oral, 1 mg",Tacrolimus,Tacrolimus,Sandoz/Novaplus
J7507,"Tacrolimus, immediate release, oral, 1 mg",Tacrolimus,Tacrolimus,Strides Pharma
J7508,"Tacrolimus, extended release, (astagraf xl), oral, 0.1 mg",Astagraf Xl,Tacrolimus,Astellas Pharma
J7509,"Methylprednisolone oral, per 4 mg",Medrol,MethylprednIsolone,A-S Medication
J7509,"Methylprednisolone oral, per 4 mg",Medrol,MethylprednIsolone,Pharmia/Upjhn
J7509,"Methylprednisolone oral, per 4 mg",MethylprednIsolone,MethylprednIsolone,A-S Medication
J7509,"Methylprednisolone oral, per 4 mg",MethylprednIsolone,MethylprednIsolone,AHP
J7509,"Methylprednisolone oral, per 4 mg",MethylprednIsolone,MethylprednIsolone,Bluepoint Labor
J7509,"Methylprednisolone oral, per 4 mg",MethylprednIsolone,MethylprednIsolone,Greenstone LLC.
J7509,"Methylprednisolone oral, per 4 mg",MethylprednIsolone,MethylprednIsolone,Sandoz
J7510,"Prednisolone oral, per 5 mg",Flo-Pred,PrednIsolone Acetate,Taro Pharm USA
J7510,"Prednisolone oral, per 5 mg",PrednIsolone,PrednIsolone,A-S Medication
J7510,"Prednisolone oral, per 5 mg",PrednIsolone,PrednIsolone,Hi-Tech/Akorn C
J7510,"Prednisolone oral, per 5 mg",PrednIsolone Sodium Phosphate,PrednIsolone Sod Phosphate,A-S Medication
J7510,"Prednisolone oral, per 5 mg",PrednIsolone Sodium Phosphate,PrednIsolone Sod Phosphate,Hi-Tech/Akorn C
J7511,"Lymphocyte immune globulin, antithymocyte globulin, rabbit, parenteral, 25 mg",Thymoglobulin,"Lymphocyte Immune Glob,rabbit",Genzyme
J7515,"Cyclosporine, oral, 25 mg",Cyclosporine,Cyclosporine,AHP
J7515,"Cyclosporine, oral, 25 mg",Cyclosporine Modified,"Cyclosporine, Modified",Sandoz
J7515,"Cyclosporine, oral, 25 mg",Cyclosporine Modified,"Cyclosporine, Modified",Teva USA
J7515,"Cyclosporine, oral, 25 mg",Gengraf,"Cyclosporine, Modified",Abbvie US LLC
J7515,"Cyclosporine, oral, 25 mg",Neoral,"Cyclosporine, Modified",Novartis
J7515,"Cyclosporine, oral, 25 mg",Sandimmune,Cyclosporine,Novartis
J7517,"Mycophenolate mofetil, oral, 250 mg",Cellcept,Mycophenolate Mofetil,"Genentech, Inc."
J7517,"Mycophenolate mofetil, oral, 250 mg",Mycophenolate Mofetil,Mycophenolate Mofetil,AHP
J7517,"Mycophenolate mofetil, oral, 250 mg",Mycophenolate Mofetil,Mycophenolate Mofetil,Ascend Laborato
J7517,"Mycophenolate mofetil, oral, 250 mg",Mycophenolate Mofetil,Mycophenolate Mofetil,Mylan
J7517,"Mycophenolate mofetil, oral, 250 mg",Mycophenolate Mofetil,Mycophenolate Mofetil,Mylan Instituti
J7517,"Mycophenolate mofetil, oral, 250 mg",Mycophenolate Mofetil,Mycophenolate Mofetil,Sandoz
J7517,"Mycophenolate mofetil, oral, 250 mg",Mycophenolate Mofetil,Mycophenolate Mofetil,Strides Pharma
J7517,"Mycophenolate mofetil, oral, 250 mg",Mycophenolate Mofetil,Mycophenolate Mofetil,Teva USA
J7518,"Mycophenolic acid, oral, 180 mg",Mycophenolic Acid,Mycophenolate Sodium,AHP
J7518,"Mycophenolic acid, oral, 180 mg",Mycophenolic Acid,Mycophenolate Sodium,Mylan
J7518,"Mycophenolic acid, oral, 180 mg",Mycophenolic Acid,Mycophenolate Sodium,Mylan Instituti
J7518,"Mycophenolic acid, oral, 180 mg",Myfortic,Mycophenolate Sodium,Novartis
J7520,"Sirolimus, oral, 1 mg",Rapamune,Sirolimus,Wyeth Pharm
J7520,"Sirolimus, oral, 1 mg",Sirolimus,Sirolimus,AHP
J7520,"Sirolimus, oral, 1 mg",Sirolimus,Sirolimus,Dr.Reddy's Lab
J7520,"Sirolimus, oral, 1 mg",Sirolimus,Sirolimus,Greenstone LLC.
J7525,"Tacrolimus, parenteral, 5 mg",Prograf,Tacrolimus,Astellas Pharma
J7527,"Everolimus, oral, 0.25 mg",Zortress,Everolimus,Novartis
J7605,"Arformoterol, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 15 micrograms",Brovana,Arformoterol Tartrate,Sunovion Pharma
J7606,"Formoterol fumarate, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 20 micrograms",Perforomist,Formoterol Fumarate,Mylan SPecialty
J7608,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per gram",Acetylcysteine,Acetylcysteine,APP/Fresenius K
J7608,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per gram",Acetylcysteine,Acetylcysteine,Amer. Regent
J7608,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per gram",Acetylcysteine,Acetylcysteine,Hospira
J7608,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per gram",Acetylcysteine,Acetylcysteine,Roxane Labs.
J7611,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",Albuterol Sulfate,Albuterol Sulfate,A-S Medication
J7611,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",Albuterol Sulfate,Albuterol Sulfate,Hi-Tech/Akorn C
J7611,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",Albuterol Sulfate,Albuterol Sulfate,Nephron Corp
J7611,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",Albuterol Sulfate,Albuterol Sulfate,Valeant
J7612,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 0.5 mg",Levalbuterol Concentrate,Levalbuterol HCL,Mylan
J7612,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 0.5 mg",Levalbuterol Concentrate,Levalbuterol HCL,Teva USA
J7612,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 0.5 mg",Xopenex Concentrate,Levalbuterol HCL,Akorn Inc.
J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",Albuterol Sulfate,Albuterol Sulfate,A-S Medication
J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",Albuterol Sulfate,Albuterol Sulfate,Actavis Pharma
J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",Albuterol Sulfate,Albuterol Sulfate,Mylan
J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",Albuterol Sulfate,Albuterol Sulfate,Nephron Corp
J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",Albuterol Sulfate,Albuterol Sulfate,Ritedose Pharma
J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",Albuterol Sulfate,Albuterol Sulfate,Sandoz
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Levalbuterol HCL,Levalbuterol HCL,Actavis Pharma
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Levalbuterol HCL,Levalbuterol HCL,Actavis/Impax G
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Levalbuterol HCL,Levalbuterol HCL,Dr.Reddy's Lab
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Levalbuterol HCL,Levalbuterol HCL,Mylan
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Levalbuterol HCL,Levalbuterol HCL,Prasco Labs
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Levalbuterol HCL,Levalbuterol HCL,Ritedose Pharma
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Levalbuterol HCL,Levalbuterol HCL,Teva USA
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Xopenex,Levalbuterol HCL,A-S Medication
J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Xopenex,Levalbuterol HCL,Akorn Inc.
J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Duoneb,Ipratropium/Albuterol Sulfate,Mylan SPecialty
J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,Actavis Pharma
J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,Mylan
J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,Nephron Corp
J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,Ritedose Pharma
J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,Sandoz
J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,Teva USA
J7620,"Albuterol, up to 2.5 mg and ipratropium bromide, up to 0.5 mg, fda-approved final product, non-compounded, administered through dme",Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,Watson Labs
J7626,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",Budesonide,Budesonide,Actavis/Impax G
J7626,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",Budesonide,Budesonide,Nephron Corp
J7626,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",Budesonide,Budesonide,Sandoz
J7626,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",Budesonide,Budesonide,Teva USA
J7626,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",Pulmicort,Budesonide,Astrazeneca
J7631,"Cromolyn sodium, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 10 milligrams",Cromolyn Sodium,Cromolyn Sodium,Teva USA
J7639,"Dornase alfa, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Pulmozyme,Dornase Alfa,"Genentech, Inc."
J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Ipratropium Bromide,Ipratropium Bromide,A-S Medication
J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Ipratropium Bromide,Ipratropium Bromide,Actavis Pharma
J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Ipratropium Bromide,Ipratropium Bromide,Mylan
J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Ipratropium Bromide,Ipratropium Bromide,Nephron Corp
J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Ipratropium Bromide,Ipratropium Bromide,Ritedose Pharma
J7644,"Ipratropium bromide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Ipratropium Bromide,Ipratropium Bromide,Sandoz
J7674,"Methacholine chloride administered as inhalation solution through a nebulizer, per 1 mg",Provocholine,Methacholine Chloride,MethaPharm Inc
J7682,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",Bethkis,Tobramycin,"Chiesi USA, Inc"
J7682,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",Kitabis Pak,Tobramycin/Nebulizer,Pari Respirator
J7682,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",Tobi,Tobramycin In 0.225% Sod Chlor,Novartis
J7682,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",Tobramycin,Tobramycin In 0.225% Sod Chlor,Akorn Inc.
J7682,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",Tobramycin,Tobramycin In 0.225% Sod Chlor,Sandoz
J7682,"Tobramycin, inhalation solution, fda-approved final product, non-compounded, unit dose form, administered through dme, per 300 milligrams",Tobramycin,Tobramycin In 0.225% Sod Chlor,Teva USA
J7686,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1.74 mg",Tyvaso,Treprostinil,United Therap
J7686,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1.74 mg",Tyvaso Institutional Start Kit,Treprostinil/Nebulizer/Accesor,United Therap
J7686,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1.74 mg",Tyvaso Refill Kit,Treprostinil/Neb Accessories,United Therap
J7686,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1.74 mg",Tyvaso Starter Kit,Treprostinil/Nebulizer/Accesor,United Therap
J8501,"Aprepitant, oral, 5 mg",Emend,Aprepitant,Merck Sharp & D
J8510,"Busulfan; oral, 2 mg",Myleran,Busulfan,Aspen/Prasco La
J8520,"Capecitabine, oral, 150 mg",Capecitabine,Capecitabine,Accord Healthca
J8520,"Capecitabine, oral, 150 mg",Capecitabine,Capecitabine,Mylan
J8520,"Capecitabine, oral, 150 mg",Capecitabine,Capecitabine,Teva USA
J8520,"Capecitabine, oral, 150 mg",Xeloda,Capecitabine,"Genentech, Inc."
J8521,"Capecitabine, oral, 500 mg",Capecitabine,Capecitabine,AHP
J8521,"Capecitabine, oral, 500 mg",Capecitabine,Capecitabine,Accord Healthca
J8521,"Capecitabine, oral, 500 mg",Capecitabine,Capecitabine,Mylan
J8521,"Capecitabine, oral, 500 mg",Capecitabine,Capecitabine,Mylan Instituti
J8521,"Capecitabine, oral, 500 mg",Capecitabine,Capecitabine,Northstar Rx Ll
J8521,"Capecitabine, oral, 500 mg",Capecitabine,Capecitabine,Teva USA
J8521,"Capecitabine, oral, 500 mg",Xeloda,Capecitabine,"Genentech, Inc."
J8530,"Cyclophosphamide; oral, 25 mg",Cyclophosphamide,Cyclophosphamide,Roxane/West-War
J8530,"Cyclophosphamide; oral, 25 mg",Cyclophosphamide,Cyclophosphamide,"West-Ward, Inc."
J8540,"Dexamethasone, oral, 0.25 mg",Dexamethasone,Dexamethasone,A-S Medication
J8540,"Dexamethasone, oral, 0.25 mg",Dexamethasone,Dexamethasone,Morton Grove Ph
J8560,"Etoposide; oral, 50 mg",Etoposide,Etoposide,Mylan
J8600,"Melphalan; oral, 2 mg",Alkeran,Melphalan,ApoPharma USA I
J8610,"Methotrexate; oral, 2.5 mg",Methotrexate,Methotrexate Sodium,A-S Medication
J8610,"Methotrexate; oral, 2.5 mg",Methotrexate,Methotrexate Sodium,Barr
J8610,"Methotrexate; oral, 2.5 mg",Methotrexate,Methotrexate Sodium,Major Pharmeu
J8610,"Methotrexate; oral, 2.5 mg",Methotrexate,Methotrexate Sodium,Mylan
J8610,"Methotrexate; oral, 2.5 mg",Methotrexate,Methotrexate Sodium,Mylan Instituti
J8610,"Methotrexate; oral, 2.5 mg",Methotrexate,Methotrexate Sodium,Qualitest
J8610,"Methotrexate; oral, 2.5 mg",Methotrexate,Methotrexate Sodium,Roxane/West-War
J8610,"Methotrexate; oral, 2.5 mg",Rheumatrex,Methotrexate Sodium,Qualitest
J8610,"Methotrexate; oral, 2.5 mg",Trexall,Methotrexate Sodium,Duramed/Barr
J8700,"Temozolomide, oral, 5 mg",Temodar,Temozolomide,Merck Sharp & D
J8700,"Temozolomide, oral, 5 mg",Temozolomide,Temozolomide,Amneal Pharme
J8700,"Temozolomide, oral, 5 mg",Temozolomide,Temozolomide,Mylan
J8700,"Temozolomide, oral, 5 mg",Temozolomide,Temozolomide,Sandoz
J8700,"Temozolomide, oral, 5 mg",Temozolomide,Temozolomide,Sun Pharma Glob
J8700,"Temozolomide, oral, 5 mg",Temozolomide,Temozolomide,Teva USA
J8705,"Topotecan, oral, 0.25 mg",Hycamtin,Topotecan HCL,Glaxosmithkline
J9000,"Injection, doxorubicin hydrochloride, 10 mg",Doxorubicin HCL,Doxorubicin HCL,APP/Fresenius K
J9000,"Injection, doxorubicin hydrochloride, 10 mg",Doxorubicin HCL,Doxorubicin HCL,Actavis Pharma
J9000,"Injection, doxorubicin hydrochloride, 10 mg",Doxorubicin HCL,Doxorubicin HCL,Mylan Instituti
J9000,"Injection, doxorubicin hydrochloride, 10 mg",Doxorubicin HCL,Doxorubicin HCL,Pfizer US Pharm
J9000,"Injection, doxorubicin hydrochloride, 10 mg",Doxorubicin HCL,Doxorubicin HCL,Pfizer/Novaplus
J9000,"Injection, doxorubicin hydrochloride, 10 mg",Doxorubicin HCL,Doxorubicin HCL,Pfizer/Premierp
J9000,"Injection, doxorubicin hydrochloride, 10 mg",Doxorubicin HCL,Doxorubicin HCL,Sagent Pharme
J9000,"Injection, doxorubicin hydrochloride, 10 mg",Doxorubicin HCL,Doxorubicin HCL,Sun Pharmeuti
J9000,"Injection, doxorubicin hydrochloride, 10 mg",Doxorubicin HCL,Doxorubicin HCL,Teva Parenteral
J9017,"Injection, arsenic trioxide, 1 mg",Trisenox,Arsenic Trioxide,"Cephalon,Inc.-T"
J9025,"Injection, azacitidine, 1 mg",Azacitidine,Azacitidine,Dr. Reddy's/Pre
J9025,"Injection, azacitidine, 1 mg",Azacitidine,Azacitidine,Dr.Reddy's Lab
J9025,"Injection, azacitidine, 1 mg",Azacitidine,Azacitidine,Mylan Instituti
J9025,"Injection, azacitidine, 1 mg",Azacitidine,Azacitidine,Sandoz
J9025,"Injection, azacitidine, 1 mg",Azacitidine,Azacitidine,Sandoz/Novaplus
J9025,"Injection, azacitidine, 1 mg",Vidaza,Azacitidine,Celgene
J9027,"Injection, clofarabine, 1 mg",Clolar,Clofarabine,Genzyme
J9027,"Injection, clofarabine, 1 mg",Clolar,Clofarabine,Sanofi-Aventis
J9031,Bcg (intravesical) per instillation,BCG (Tice Strain),BCG Live,Organon Pharm.
J9031,Bcg (intravesical) per instillation,BCG Vaccine (Tice Strain),"BCG Vaccine, Live/PF",Organon Pharm.
J9031,Bcg (intravesical) per instillation,Theracys,BCG Live,Sanofi-Pasteur
J9033,"Injection, bendamustine hcl, 1 mg",Treanda,Bendamustine HCL,"Cephalon,Inc.-T"
J9035,"Injection, bevacizumab, 10 mg",Avastin,Bevacizumab,"Genentech, Inc."
J9040,"Injection, bleomycin sulfate, 15 units",Bleomycin Sulfate,Bleomycin Sulfate,APP/Fresenius K
J9040,"Injection, bleomycin sulfate, 15 units",Bleomycin Sulfate,Bleomycin Sulfate,Hospira
J9040,"Injection, bleomycin sulfate, 15 units",Bleomycin Sulfate,Bleomycin Sulfate,Teva Parenteral
J9041,"Injection, bortezomib, 0.1 mg",Velcade,Bortezomib,Millennium Phar
J9042,"Injection, brentuximab vedotin, 1 mg",Adcetris,Brentuximab Vedotin,Seattle Genetic
J9043,"Injection, cabazitaxel, 1 mg",Jevtana,Cabazitaxel,Sanofi-Aventis
J9045,"Injection, carboplatin, 50 mg",Carboplatin,Carboplatin,APP/Fresenius K
J9045,"Injection, carboplatin, 50 mg",Carboplatin,Carboplatin,Hospira
J9045,"Injection, carboplatin, 50 mg",Carboplatin,Carboplatin,Mylan Inst-Nova
J9045,"Injection, carboplatin, 50 mg",Carboplatin,Carboplatin,Mylan Instituti
J9045,"Injection, carboplatin, 50 mg",Carboplatin,Carboplatin,Sagent Pharme
J9045,"Injection, carboplatin, 50 mg",Carboplatin,Carboplatin,Sandoz
J9045,"Injection, carboplatin, 50 mg",Carboplatin,Carboplatin,Sandoz Inc.
J9045,"Injection, carboplatin, 50 mg",Carboplatin,Carboplatin,Sun Pharma Glob
J9045,"Injection, carboplatin, 50 mg",Carboplatin,Carboplatin,Teva Parenteral
J9047,"Injection, carfilzomib, 1 mg",Kyprolis,Carfilzomib,Onyx Pharmeut
J9050,"Injection, carmustine, 100 mg",Bicnu,Carmustine,Heritage Pharma
J9055,"Injection, cetuximab, 10 mg",Erbitux,Cetuximab,Eli Lilly & Co.
J9060,"Injection, cisplatin, powder or solution, 10 mg",Cisplatin,Cisplatin,APP/Fresenius K
J9060,"Injection, cisplatin, powder or solution, 10 mg",Cisplatin,Cisplatin,Mylan Instituti
J9060,"Injection, cisplatin, powder or solution, 10 mg",Cisplatin,Cisplatin,Teva Parenteral
J9060,"Injection, cisplatin, powder or solution, 10 mg",Cisplatin,Cisplatin,WG Critical Car
J9065,"Injection, cladribine, per 1 mg",Cladribine,Cladribine,APP/Fresenius K
J9065,"Injection, cladribine, per 1 mg",Cladribine,Cladribine,Mylan Inst-Nova
J9065,"Injection, cladribine, per 1 mg",Cladribine,Cladribine,Mylan Instituti
J9070,"Cyclophosphamide, 100 mg",Cyclophosphamide,Cyclophosphamide,Baxter Healthca
J9070,"Cyclophosphamide, 100 mg",Cyclophosphamide,Cyclophosphamide,Baxter/Amerinet
J9070,"Cyclophosphamide, 100 mg",Cyclophosphamide,Cyclophosphamide,Baxter/Novaplus
J9070,"Cyclophosphamide, 100 mg",Cyclophosphamide,Cyclophosphamide,Baxter/Premierp
J9070,"Cyclophosphamide, 100 mg",Cyclophosphamide,Cyclophosphamide,Sandoz
J9098,"Injection, cytarabine liposome, 10 mg",Depocyt,Cytarabine Liposome/PF,Sigma-Tau
J9100,"Injection, cytarabine, 100 mg",Cytarabine,Cytarabine,Hospira
J9100,"Injection, cytarabine, 100 mg",Cytarabine,Cytarabine,Mylan Instituti
J9100,"Injection, cytarabine, 100 mg",Cytarabine,Cytarabine/PF,APP/Fresenius K
J9100,"Injection, cytarabine, 100 mg",Cytarabine,Cytarabine/PF,Hospira
J9100,"Injection, cytarabine, 100 mg",Cytarabine,Cytarabine/PF,Mylan Instituti
J9120,"Injection, dactinomycin, 0.5 mg",COsmegen,Dactinomycin,Recordati Rare
